CODE;NAME;PLATFORM;YEAR;GENRE;PUBLISHER
6682;MotoGP '07;X360;2007;Racing;THQ
6685;Don King Presents: Prizefighter;X360;2008;Sports;Take-Two Interactive
6695;J Stars Victory Vs.;PS4;2015;Fighting;Namco Bandai Games
6697;The Mummy: Tomb of the Dragon Emperor;PS2;2008;Action;Vivendi Games
6699;Scooby-Doo! Unmasked;PS2;2005;Platform;THQ
6701;The Sims 2;XB;2005;Simulation;Electronic Arts
6703;Final Fantasy Type-0;XOne;2015;Role-Playing;Square Enix
6704;World Series Baseball 2K3;PS2;2003;Sports;Sega
6710;Bolt;X360;2008;Adventure;Disney Interactive Studios
6714;Devil Kings;PS2;2005;Action;Capcom
6717;Far Cry Instincts Predator;X360;2006;Shooter;Ubisoft
6720;X-Men: Destiny;PS3;2011;Action;Activision
6723;Netsu Chu! Pro Yakyuu 2002;PS2;2002;Sports;Namco Bandai Games
6724;Ninja Gaiden 3;X360;2012;Action;Tecmo Koei
6725;Ben 10 Ultimate Alien: Cosmic Destruction;PS3;2010;Platform;D3Publisher
6726;Yakuza Zero: The Place of Oath;PS3;2015;Action;Sega
6728;Dynasty Warriors 6;PS2;2008;Action;Tecmo Koei
6731;America's Army: Rise of a Soldier;XB;2005;Shooter;Ubisoft
6733;TV Superstars;PS3;2010;Misc;Sony Computer Entertainment
6734;Armored Core 4;X360;2007;Simulation;505 Games
6738;Pirates of the Caribbean: The Legend of Jack Sparrow;PS2;2006;Adventure;Ubisoft
6740;WRC: World Rally Championship;PS2;2001;Racing;Sony Computer Entertainment
6742;Cars: Mater-National Championship;PS2;2007;Racing;THQ
6743;Dreamworks Madagascar Kartz;X360;2009;Racing;Activision
6744;Harry Potter and the Order of the Phoenix;PS3;2007;Action;Electronic Arts
6749;Fuel;PS3;2009;Racing;Codemasters
6750;Hasbro Family Game Night 3;PS3;2010;Misc;Electronic Arts
6751;Pro Evolution Soccer 2014;X360;2013;Action;Konami Digital Entertainment
6755;SBK Superbike World Championship;PS3;2008;Racing;Black Bean Games
6756;Final Fantasy XI: Chains of Promathia;PS2;2004;Role-Playing;Square Enix
6760;Major League Baseball 2K7;PS3;2007;Sports;Spike
6764;Turning Point: Fall of Liberty;PS3;2008;Shooter;Codemasters
6767;The Adventures of Tintin: The Game;X360;2011;Action;Ubisoft
6770;Avatar: The Last Airbender - Into the Inferno;PS2;2008;Adventure;THQ
6772;Dora the Explorer: Journey to the Purple Planet;PS2;2005;Adventure;Global Star
6774;Digimon World: Data Squad;PS2;2006;Role-Playing;Namco Bandai Games
6775;Dynasty Warriors 7;X360;2011;Action;Tecmo Koei
6780;Trials Fusion;XOne;2014;Racing;Ubisoft
6784;Monster Jam: Path of Destruction;PS3;2010;Racing;Activision
6792;Command & Conquer 3: Kane's Wrath;X360;2008;Strategy;Electronic Arts
6793;Dreamcast Collection;X360;2011;Misc;Sega
6798;Bakugan: Battle Brawlers;X360;2009;Action;Activision
6799;Britney's Dance Beat;PS2;2002;Misc;THQ
6801;World Soccer Winning Eleven 7;PS2;2003;Sports;Konami Digital Entertainment
6803;Cabela's Outdoor Adventures (2009);X360;2009;Sports;Activision Value
6804;SRS: Street Racing Syndicate;XB;2004;Racing;Namco Bandai Games
6806;Vexx;PS2;2003;Platform;Acclaim Entertainment
6809;Marvel vs. Capcom Origins;PS2;2006;Fighting;Capcom
6812;TimeSplitters: Future Perfect;PS2;2005;Shooter;Electronic Arts
6815;Genma Onimusha;XB;2002;Action;Capcom
6819;Pure Futbol;PS3;2010;Sports;Ubisoft
6821;Corvette;XB;2003;Racing;TDK Mediactive
6822;Atelier Meruru: Alchemist of Arland 3;PS3;2011;Role-Playing;Nippon Ichi Software
6823;AC/DC LIVE: Rock Band Track Pack;PS3;2008;Misc;MTV Games
6827;F1 2015;XOne;2015;Racing;Codemasters
6832;Burnout 2: Point of Impact;XB;2003;Racing;Acclaim Entertainment
6835;Super Monkey Ball Deluxe;PS2;2005;Misc;Sega
6837;Kill.Switch;XB;2003;Shooter;Namco Bandai Games
6843;Summon Night 3;PS2;2003;Role-Playing;Banpresto
6848;Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE;PS2;2006;Misc;Sega
6849;Azurik: Rise of Perathia;XB;2001;Action;Microsoft Game Studios
6853;Dragon Ball Z: Sagas;XB;2005;Fighting;Atari
6855;Grand Slam Tennis 2;PS3;2012;Sports;Electronic Arts
6856;Sakura Wars: Atsuki Chishio Ni;PS2;2003;Role-Playing;Sega
6858;NHRA Championship Drag Racing;PS2;2005;Racing;ValuSoft
6860;Monster Jam;PS2;2007;Racing;Activision
6864;The Godfather (US & Others sales);X360;2006;Action;Electronic Arts
6865;Jikkyou Powerful Pro Yakyuu 15;PS2;2008;Sports;Konami Digital Entertainment
6867;Bakugan: Battle Brawlers;PS3;2009;Action;Activision
6876;NCAA College Basketball 2K3;PS2;2002;Sports;Sega
6877;Mobile Suit Gundam Battlefield Record U.C.0081;PS3;2009;Action;Namco Bandai Games
6879;NCAA March Madness 2004;XB;2003;Sports;Electronic Arts
6890;Ratchet & Clank: Going Commando (JP weekly sales);PS2;2003;Action;Sony Computer Entertainment
6891;Pictionary: Ultimate Edition;PS3;2011;Misc;THQ
6893;Samurai Warriors 4;PS4;2014;Action;Tecmo Koei
6894;The Hobbit;XB;2003;Platform;Vivendi Games
6895;Dance Dance Revolution: Disney Channel Edition;PS2;2008;Simulation;Konami Digital Entertainment
6896;DiRT Showdown;X360;2012;Racing;Codemasters
6897;Divinity II: Ego Draconis;X360;2009;Role-Playing;DTP Entertainment
6900;X-Men: Destiny;X360;2011;Action;Activision
6903;4x4 EVO 2;XB;2001;Racing;Gathering of Developers
6909;Viva Pinata: Party Animals;X360;2007;Misc;Microsoft Game Studios
6911;Asura's Wrath;X360;2012;Action;Capcom
6912;Lego Star Wars: The Force Awakens;XOne;2016;Action;Warner Bros. Interactive Entertainment
6913;Dynasty Warriors 6 Empires;X360;2009;Action;Tecmo Koei
6914;My Street;PS2;2003;Misc;Sony Computer Entertainment
6916;Shadow Hearts: Covenant;PS2;2004;Role-Playing;Midway Games
6920;Risen 2: Dark Waters;PS3;2012;Role-Playing;Deep Silver
6922;Guitar Hero Live;X360;2015;Misc;Activision
6925;Onechanbara Z2: Chaos;PS4;2014;Action;Nippon Ichi Software
6926;Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout;X360;2009;Role-Playing;Bethesda Softworks
6929;Pictionary: Ultimate Edition;X360;2011;Misc;THQ
6934;G.I. Joe: The Rise of Cobra;X360;2009;Action;Electronic Arts
6935;Ar tonelico Qoga: Knell of Ar Ciel;PS3;2010;Role-Playing;Tecmo Koei
6936;FIFA World Cup Germany 2006;XB;2006;Sports;Electronic Arts
6944;Afro Samurai;X360;2009;Action;Atari
6945;The Bureau: XCOM Declassified;X360;2013;Shooter;Take-Two Interactive
6950;The Walking Dead: Season Two;PS4;2014;Adventure;Telltale Games
6953;NASCAR 08;PS2;2007;Racing;Electronic Arts
6954;Madagascar: Escape 2 Africa;PS3;2008;Action;Activision
6959;Wallace & Gromit in Project Zoo;PS2;2003;Platform;BAM! Entertainment
6960;Karaoke Revolution Volume 2;PS2;2004;Misc;Konami Digital Entertainment
6964;Mobile Suit Gundam: Climax U.C.;PS2;2006;Action;Namco Bandai Games
6972;NASCAR Thunder 2004;XB;2003;Racing;Electronic Arts
6973;Buffy the Vampire Slayer;XB;2002;Action;Electronic Arts
6976;Harry Potter and the Goblet of Fire;XB;2005;Action;Electronic Arts
6977;Zumba Fitness: World Party;XOne;2013;Misc;Majesco Entertainment
6978;Saint Seiya: Sanctuary Battle;PS3;2011;Action;Namco Bandai Games
6981;Virtua Tennis 4;X360;2011;Sports;Sega
6983;Cross Edge;PS3;2008;Role-Playing;Nippon Ichi Software
6985;Cabela's Big Game Hunter 2012;PS3;2011;Sports;Activision
6991;Vancouver 2010 - The Official Video Game of the Olympic Winter Games;X360;2010;Sports;Sega
6992;World Series Baseball;XB;2002;Sports;Sega
6993;SingStar Pop Edition;PS3;2009;Misc;Sony Computer Entertainment
6994;Test Drive: Eve of Destruction;PS2;2004;Racing;Atari
6995;Starsky & Hutch;XB;2003;Racing;Empire Interactive
6996;Dynasty Warriors: Gundam Reborn;PS3;2013;Action;Tecmo Koei
6998;The Club;PS3;2008;Shooter;Sega
6999;Carnival Island;PS3;2011;Misc;Sony Computer Entertainment
7000;Jeremy McGrath Supercross World;PS2;2001;Racing;Acclaim Entertainment
7003;The Scorpion King: Rise of the Akkadian;PS2;2002;Action;Universal Interactive
7004;Let's Make a Soccer Team!;PS2;2006;Sports;Sega
7006;Monster Hunter G;PS2;2005;Role-Playing;Capcom
7009;Sword Art Online: Lost Song;PS4;2015;Role-Playing;Namco Bandai Games
7013;Rock Band Country Track Pack;X360;2009;Misc;MTV Games
7015;ESPN NHL Hockey;PS2;2003;Sports;Sega
7018;The Incredible Hulk: Ultimate Destruction;XB;2005;Action;Vivendi Games
7019;Hannah Montana: The Movie;PS3;2009;Adventure;Disney Interactive Studios
7020;NCAA GameBreaker 2003;PS2;2002;Sports;Sony Computer Entertainment
7021;Skylanders: SuperChargers;XOne;2015;Action;Activision
7029;NBA 2K6;X360;2005;Action;Take-Two Interactive
7041;Dynasty Warriors: Strikeforce;X360;2009;Action;Tecmo Koei
7042;Naruto Shippuden: Ultimate Ninja Storm Revolution;X360;2014;Fighting;Namco Bandai Games
7046;NASCAR 08;PS3;2007;Racing;Electronic Arts
7050;Project CARS;XOne;2015;Racing;Slightly Mad Studios
7051;Major League Baseball 2K10;PS2;2010;Sports;Take-Two Interactive
7053;Mafia;XB;2004;Action;Take-Two Interactive
7054;Spider-Man: Edge of Time;PS3;2011;Action;Activision
7056;Airblade;PS2;2001;Sports;Sony Computer Entertainment
7057;Cabela's Outdoor Adventures (2009);PS3;2009;Sports;Activision Value
7059;NBA Live 15;PS4;2014;Sports;Electronic Arts
7063;Puss in Boots;X360;2011;Action;THQ
7068;Pro Yakyuu Team o Tsukurou! 2;PS2;2003;Sports;Sega
7069;Musou Orochi Z;PS3;2009;Action;Tecmo Koei
7070;World Series of Poker 2008: Battle for the Bracelets;PS2;2007;Misc;Activision
7073;Genji: Dawn of the Samurai;PS2;2005;Action;Sony Computer Entertainment
7074;Rocket League;PS4;2016;Sports;505 Games
7083;The Italian Job;PS2;2003;Racing;Eidos Interactive
7087;Freedom Fighters;XB;2003;Shooter;Electronic Arts
7089;Soldier of Fortune II: Double Helix;XB;2003;Shooter;Activision
7091;Disney Princess: Enchanted Journey;PS2;2007;Adventure;Disney Interactive Studios
7092;Final Fantasy XI: Treasures of Aht Urhgan;PS2;2006;Role-Playing;Square Enix
7094;World Soccer Winning Eleven 2010: Aoki Samurai no Chousen;PS3;2010;Sports;Konami Digital Entertainment
7095;Bratz: Girlz Really Rock;PS2;2008;Action;THQ
7100;BlowOut;PS2;2003;Shooter;Zoo Digital Publishing
7101;NFL Blitz Pro;PS2;2003;Sports;Midway Games
7107;Bicycle Casino 2005;XB;2004;Misc;Zoo Digital Publishing
7109;.hack//G.U. Vol.2//Reminisce;PS2;2006;Role-Playing;Namco Bandai Games
7111;Ratchet & Clank: Full Frontal Assault;PS3;2012;Adventure;Sony Computer Entertainment
7114;NCAA GameBreaker 2004;PS2;2003;Sports;Sony Computer Entertainment
7116;The Polar Express;PS2;2004;Adventure;THQ
7118;Buzz! Junior: RoboJam;PS2;2007;Misc;Sony Computer Entertainment
7119;Child of Eden;PS3;2011;Shooter;Ubisoft
7121;AC/DC LIVE: Rock Band Track Pack;X360;2008;Misc;MTV Games
7123;NBA ShootOut 2003;PS2;2002;Sports;Sony Computer Entertainment
7128;NHL FaceOff 2003;PS2;2002;Sports;Sony Computer Entertainment
7130;Rogue Ops;PS2;2003;Action;Kemco
7132;3rd Super Robot Wars Z Jigoku Hen;PS3;2014;Role-Playing;Namco Bandai Games
7136;Legion: The Legend of Excalibur;PS2;2002;Action;Midway Games
7139;Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack;PS3;2011;Action;Namco Bandai Games
7140;TNA iMPACT!;PS2;2008;Fighting;Midway Games
7144;Spartan: Total Warrior;PS2;2005;Action;Sega
7145;Killer is Dead;PS3;2013;Action;Deep Silver
7147;Star Trek: The Game;X360;2013;Action;Namco Bandai Games
7156;G-Force;PS3;2009;Action;Disney Interactive Studios
7159;Conflict: Vietnam;XB;2004;Shooter;SCi
7160;Whirl Tour;PS2;2002;Sports;Crave Entertainment
7161;Time Crisis: Crisis Zone;PS2;2004;Shooter;Namco Bandai Games
7162;Momotarou Dentetsu 15;PS2;2005;Misc;Hudson Soft
7163;Dark Souls II;XOne;2015;Role-Playing;Namco Bandai Games
7165;Ben 10 Ultimate Alien: Cosmic Destruction;PS2;2010;Platform;D3Publisher
7169;MotoGP 08;PS2;2008;Racing;Capcom
7171;Sengoku Basara 3 Utage;PS3;2011;Action;Capcom
7174;Ford vs. Chevy;PS2;2005;Racing;Global Star
7179;MotoGP 09/10;PS3;2010;Racing;Capcom
7180;Rune Factory: Tides of Destiny;PS3;2011;Role-Playing;Marvelous Interactive
7182;Battleborn;PS4;2016;Shooter;Take-Two Interactive
7184;Atelier Escha & Logy: Alchemists of the Dusk Sky;PS3;2013;Role-Playing;Tecmo Koei
7192;Galactic Wrestling: Featuring Ultimate Muscle;PS2;2004;Fighting;Namco Bandai Games
7194;Dino Stalker;PS2;2002;Shooter;Capcom
7196;Mobile Suit Gundam Seed;PS2;2003;Action;Namco Bandai Games
7202;Hitman: HD Trilogy;PS3;2013;Action;Square Enix
7204;Castlevania: Lords of Shadow 2;PS3;2014;Action;Konami Digital Entertainment
7212;The Legend of Heroes: Trails of Cold Steel;PS3;2013;Role-Playing;Nippon Ichi Software
7218;The Walking Dead: Season Two;PS3;2014;Adventure;Telltale Games
7221;The Suffering;XB;2004;Action;Midway Games
7222;Dragon Quest Builders: Revive Alefgard;PS4;2016;Role-Playing;Square Enix
7224;Teenage Mutant Ninja Turtles: Danger of the Ooze;X360;2014;Adventure;Activision
7235;Mary-Kate and Ashley: Sweet 16 - Licenced to Drive;PS2;2002;Misc;Acclaim Entertainment
7240;Tropico 3;X360;2009;Strategy;Kalypso Media
7241;Nickelodeon Party Blast;XB;2002;Misc;Infogrames
7242;Ben 10 Alien Force: Vilgax Attacks;X360;2009;Action;D3Publisher
7245;Shellshock: Nam '67;XB;2004;Shooter;Eidos Interactive
7246;Hunted: The Demon's Forge;X360;2011;Action;Bethesda Softworks
7248;Tales of Berseria;PS4;2016;Role-Playing;Namco Bandai Games
7250;Magna Carta: Tears of Blood;PS2;2004;Role-Playing;505 Games
7251;Lethal Skies Elite Pilot: Team SW;PS2;2001;Simulation;Sammy Corporation
7255;Yoostar2;X360;2011;Misc;Unknown
7256;Transformers: Devastation;PS4;2015;Action;Activision
7260;Just Dance 2016;PS3;2015;Misc;Ubisoft
7261;Pinball Hall of Fame: The Williams Collection;PS3;2009;Misc;Crave Entertainment
7262;Guitar Hero: Smash Hits;PS2;2009;Misc;Activision
7263;NFL Quarterback Club 2002;PS2;2001;Sports;Acclaim Entertainment
7265;NCAA Basketball 09;X360;2008;Sports;Electronic Arts
7266;Full Auto;X360;2006;Shooter;Sega
7268;Growlanser: Heritage of War;PS2;2006;Role-Playing;Rising Star Games
7271;Rugby 2004;PS2;2003;Sports;Electronic Arts
7278;Wreckless: ThE YaKuza MisSiOns;PS2;2002;Racing;Activision
7280;Jikkyou Powerful Major League;PS2;2006;Sports;Konami Digital Entertainment
7282;Darksiders II;PS4;2015;Action;Nordic Games
7287;J-League Winning Eleven 2008: Club Championship;PS2;2008;Sports;Konami Digital Entertainment
7290;Lost Planet 3;PS3;2013;Shooter;Capcom
7293;SBK X: Superbike World Championship;PS3;2010;Racing;Black Bean Games
7294;NBA Live 14;PS4;2013;Sports;Electronic Arts
7301;Sniper: Ghost Warrior 2;X360;2013;Shooter;City Interactive
7302;Over G Fighters;X360;2006;Simulation;Ubisoft
7304;Apache: Air Assault;PS3;2010;Simulation;Activision
7306;Herdy Gerdy;PS2;2002;Adventure;Eidos Interactive
7307;Armored Core V;X360;2012;Simulation;Namco Bandai Games
7311;Ride;PS4;2015;Racing;Milestone S.r.l.
7313;Lords of the Fallen;XOne;2014;Role-Playing;Square Enix
7315;Dark Summit;PS2;2001;Sports;THQ
7316;Afrika;PS3;2008;Adventure;Unknown
7321;The Dukes of Hazzard: Return of the General Lee;PS2;2004;Racing;Ubisoft
7323;SingStar: Back to the 80s;PS3;2011;Misc;Sony Computer Entertainment
7325;Crash 'N' Burn;PS2;2004;Racing;Eidos Interactive
7327;Teenage Mutant Ninja Turtles: Smash-Up;PS2;2009;Fighting;Ubisoft
7333;Disaster Report;PS2;2002;Action;Agetec
7339;Speed Racer: The Videogame;PS2;2008;Racing;Warner Bros. Interactive Entertainment
7340;College Hoops 2K7;X360;2006;Sports;Take-Two Interactive
7341;The Amazing Spider-Man 2 (2014);XOne;2014;Action;Activision
7342;Big League Sports;X360;2011;Sports;Activision
7346;Baja: Edge of Control;PS3;2008;Racing;THQ
7347;Wild Wild Racing;PS2;2000;Racing;Interplay
7349;The Bard's Tale;PS2;2004;Role-Playing;Ubisoft
7350;NCAA March Madness 08;X360;2007;Sports;Electronic Arts
7351;Momotarou Dentetsu 16;PS2;2006;Misc;Hudson Soft
7354;MTV Celebrity Deathmatch;XB;2003;Fighting;Gotham Games
7355;Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack;PS3;2010;Action;Namco Bandai Games
7356;Conflict Zone;PS2;2002;Strategy;Ubisoft
7358;de Blob 2;PS3;2011;Platform;THQ
7359;The BIGS 2;X360;2009;Sports;Take-Two Interactive
7360;BloodRayne;XB;2002;Shooter;Universal Interactive
7361;Hannah Montana: The Movie;X360;2009;Adventure;Disney Interactive Studios
7362;50 Cent: Blood on the Sand;X360;2009;Shooter;THQ
7364;NHL 2K6;XB;2005;Sports;Take-Two Interactive
7365;Tenchu: Return From Darkness;XB;2004;Action;Activision
7366;World Poker Tour;PS2;2005;Misc;Take-Two Interactive
7367;Prison Break: The Conspiracy;X360;2010;Action;Deep Silver
7368;Neo Contra;PS2;2004;Shooter;Konami Digital Entertainment
7370;GRID Autosport;PS3;2014;Racing;Codemasters
7376;Metal Gear Solid V: The Phantom Pain;X360;2015;Action;Konami Digital Entertainment
7377;Hasbro Family Game Night 3;X360;2010;Misc;Electronic Arts
7378;G.I. Joe: The Rise of Cobra;PS3;2009;Action;Electronic Arts
7379;Rayman Raving Rabbids;X360;2007;Misc;Ubisoft
7380;Viewtiful Joe 2;PS2;2004;Action;Capcom
7381;Quake III: Revolution;PS2;2001;Shooter;Electronic Arts
7382;Pac-Man World 3;PS2;2005;Platform;Namco Bandai Games
7386;Transformer: Rise of the Dark Spark;PS4;2014;Action;Activision
7392;Champion Jockey: G1 Jockey & Gallop Racer;PS3;2011;Sports;Tecmo Koei
7395;Darkwatch;XB;2005;Shooter;Ubisoft
7398;Bass Pro Shops: The Strike;X360;2009;Sports;XS Games
7399;Front Mission 5: Scars of the War;PS2;2005;Strategy;Square Enix
7400;Maximo vs Army of Zin;PS2;2003;Platform;Capcom
7405;Summoner 2;PS2;2002;Role-Playing;THQ
7407;Shadow of Destiny;PS2;2001;Adventure;Konami Digital Entertainment
7409;Cabela's Deer Hunt: 2004 Season;XB;2003;Sports;Activision Value
7420;WipeOut 3 The Game;X360;2012;Action;Activision
7422;SBK Superbike World Championship;X360;2008;Racing;Black Bean Games
7430;Vampire Rain;X360;2007;Action;Microsoft Game Studios
7431;Way of the Samurai 3;X360;2009;Action;Gamebridge
7432;Deus Ex: The Conspiracy;PS2;2002;Action;Eidos Interactive
7433;Unreal II: The Awakening;XB;2004;Shooter;Atari
7434;Rumble Racing;PS2;2001;Racing;Electronic Arts
7435;Spider-Man: Web of Shadows;PS2;2008;Action;Activision
7436;Disgaea D2: A Brighter Darkness;PS3;2013;Role-Playing;Nippon Ichi Software
7437;Batman Begins;XB;2005;Action;Electronic Arts
7439;J-League Winning Eleven 10 + Europa League 06-07;PS2;2006;Sports;Konami Digital Entertainment
7443;JSRF: Jet Set Radio Future;XB;2002;Action;Sega
7447;StokEd;X360;2009;Sports;Zushi Games
7449;ESPN Winter X Games: Snowboarding 2002;PS2;2000;Sports;Konami Digital Entertainment
7450;Project: Snowblind;PS2;2005;Action;Eidos Interactive
7459;Shin Megami Tensei: Persona 3 (jp sales);PS2;2006;Role-Playing;Tecmo Koei
7460;Greg Hastings Paintball 2;X360;2010;Shooter;Majesco Entertainment
7461;Evil Dead: Regeneration;PS2;2005;Action;THQ
7462;Dead to Rights: Retribution;X360;2010;Shooter;Namco Bandai Games
7463;NCAA March Madness 07;X360;2007;Sports;Electronic Arts
7464;NHL 2003;XB;2002;Sports;Electronic Arts
7465;Marvel Super Hero Squad: Comic Combat;PS3;2011;Action;THQ
7470;NHL 2K3;PS2;2002;Sports;Sega
7473;Pro Yaky? Spirits 2010;PS3;2010;Sports;Konami Digital Entertainment
7479;Gallop Racer 2003: A New Breed;PS2;2002;Sports;Zoo Digital Publishing
7482;Outlaw Golf 2;XB;2004;Sports;Global Star
7484;Anarchy Reigns;PS3;2012;Action;Sega
7485;CSI: Deadly Intent;X360;2009;Adventure;Ubisoft
7492;Kung Fu Rider;PS3;2010;Action;Sony Computer Entertainment
7493;Jikkyou Powerful Pro Yakyuu 2012;PS3;2012;Action;Konami Digital Entertainment
7494;X2: Wolverine's Revenge;XB;2003;Platform;Activision
7496;The Wolf Among Us;PS4;2014;Adventure;Telltale Games
7499;Attack on Titan (KOEI);PS4;2016;Action;Tecmo Koei
7504;Enchanted Arms;PS3;2007;Role-Playing;Ubisoft
7509;You Don't Know Jack;X360;2011;Misc;THQ
7511;NBA Live 15;XOne;2014;Sports;Electronic Arts
7512;Capcom Fighting Evolution;PS2;2004;Fighting;Capcom
7515;Backyard NFL Football 2006;PS2;2005;Sports;Atari
7516;NASCAR Heat 2002;XB;2001;Racing;Infogrames
7519;DarkStar One: Broken Alliance;X360;2010;Simulation;Kalypso Media
7521;Sengoku Basara 2 Heroes;PS2;2007;Action;Capcom
7522;Buzz! The Schools Quiz;PS2;2008;Misc;Sony Computer Entertainment
7524;Suikoden Tactics;PS2;2005;Strategy;Konami Digital Entertainment
7525;NCAA March Madness 06;XB;2005;Sports;Electronic Arts
7526;Major League Baseball 2K11;PS3;2011;Sports;Take-Two Interactive
7527;Mobile Suit Gundam: Crossfire;PS3;2006;Simulation;Namco Bandai Games
7529;Crazy Taxi 3: High Roller;XB;2002;Racing;Sega
7530;Dark Messiah of Might and Magic Elements;X360;2008;Role-Playing;Ubisoft
7532;Midnight Club 3: DUB Edition Remix;XB;2006;Racing;Take-Two Interactive
7533;International Superstar Soccer 2000;PS2;2000;Sports;Konami Digital Entertainment
7536;The Bible Game;PS2;2005;Misc;Crave Entertainment
7539;Fairy Fencer F;PS3;2013;Role-Playing;Nippon Ichi Software
7540;Atelier Shallie: Alchemists of the Dusk Sea;PS3;2014;Role-Playing;Tecmo Koei
7542;PBR: Out of the Chute;PS2;2008;Sports;Crave Entertainment
7543;The King of Fighters Collection: The Orochi Saga;PS2;2006;Fighting;Ignition Entertainment
7544;Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial;PS2;2003;Sports;Konami Digital Entertainment
7545;Arcana Heart 3;PS3;2011;Fighting;PQube
7548;Jillian Michaels' Fitness Adventure;X360;2011;Misc;505 Games
7550;State of Decay;XOne;2015;Strategy;Microsoft Game Studios
7551;Ashes Cricket 2009;X360;2009;Sports;Codemasters
7552;Saturday Night Speedway;PS2;2004;Racing;Play It
7556;MLB SlugFest 20-03;XB;2002;Sports;Midway Games
7559;Earth Defense Force: Insect Armageddon;PS3;2011;Shooter;D3Publisher
7560;Pitfall: The Lost Expedition;PS2;2004;Platform;Activision
7565;Le Mans 24 Hours;PS2;2001;Racing;Infogrames
7567;International Cricket 2010;PS3;2010;Sports;Codemasters
7568;ESPN MLB Baseball;PS2;2004;Sports;Sega
7570;All Star Pro-Wrestling;PS2;2000;Fighting;SquareSoft
7571;Way of the Samurai 4;PS3;2011;Action;Nippon Ichi Software
7572;Clive Barker's Jericho;PS3;2007;Shooter;Codemasters
7574;Captain America: Super Soldier;PS3;2011;Action;Sega
7577;NHL 17;PS4;2016;Sports;Electronic Arts
7581;NBA 2K2;XB;2002;Sports;Sega
7584;Cars;XB;2006;Racing;THQ
7585;Taiko no Tatsujin: Waku Waku Anime Matsuri;PS2;2003;Misc;Namco Bandai Games
7589;Dead to Rights II;PS2;2005;Shooter;Electronic Arts
7592;Ridge Racer 6;X360;2005;Racing;Namco Bandai Games
7593;Angry Birds Star Wars;PS4;2013;Strategy;Activision
7597;Front Mission Evolved;X360;2010;Shooter;Square Enix
7598;Body and Brain Connection;X360;2010;Misc;Namco Bandai Games
7600;Monster Jam;X360;2007;Racing;Activision
7601;Afro Samurai;PS3;2009;Action;Atari
7602;Rock Band Track Pack: Classic Rock;PS2;2009;Misc;MTV Games
7603;Zone of the Enders HD Collection;X360;2012;Simulation;Konami Digital Entertainment
7607;No More Heroes: Heroes' Paradise;PS3;2010;Action;Konami Digital Entertainment
7609;Saints Row IV;XOne;2015;Action;Deep Silver
7611;MVP Baseball 2003;XB;2003;Sports;Electronic Arts
7614;NCAA Final Four 2004;PS2;2003;Sports;Sony Computer Entertainment
7615;The Chronicles of Narnia: The Lion, The Witch and The Wardrobe;XB;2005;Action;Disney Interactive Studios
7628;IHRA Drag Racing 2004;XB;2003;Racing;Bethesda Softworks
7634;Tony Hawk's Pro Skater 5;PS4;2015;Sports;Activision
7635;Jissen Pachi-Slot Hisshouhou! Aladdin A;PS2;2002;Misc;Sammy Corporation
7637;Ford Racing Off Road;PS2;2008;Racing;Xplosiv
7638;The Witch and the Hundred Knight;PS3;2013;Role-Playing;Nippon Ichi Software
7642;UFC Personal Trainer: The Ultimate Fitness System;PS3;2011;Sports;THQ
7644;The BIGS 2;PS2;2009;Sports;Take-Two Interactive
7645;Mat Hoffman's Pro BMX 2;XB;2002;Sports;Activision
7647;Untold Legends: Dark Kingdom;PS3;2006;Role-Playing;Electronic Arts
7648;From Russia With Love;XB;2005;Action;Electronic Arts
7651;Pro Yaky? Spirits 2013;PS3;2013;Sports;Konami Digital Entertainment
7653;BioShock The Collection;PS4;2016;Shooter;Take-Two Interactive
7654;DanceDanceRevolution;PS3;2010;Simulation;Konami Digital Entertainment
7655;Cabela's Big Game Hunter (2008);PS2;2007;Sports;Activision Value
7660;How to Train Your Dragon 2;X360;2014;Adventure;Little Orbit
7661;Shark Tale;XB;2004;Action;Activision
7664;Teenage Mutant Ninja Turtles 3: Mutant Nightmare;PS2;2005;Action;Konami Digital Entertainment
7666;Soldier of Fortune: Payback;X360;2007;Shooter;Activision
7669;Gladius;PS2;2003;Strategy;Activision
7671;Dave Mirra Freestyle BMX 2;XB;2001;Sports;Acclaim Entertainment
7676;Record of Agarest War;X360;2008;Role-Playing;Compile Heart
7677;Baja: Edge of Control;X360;2008;Racing;THQ
7679;Taiko no Tatsujin: Go! Go! Godaime;PS2;2004;Misc;Namco Bandai Games
7680;Taiko Drum Master;PS2;2004;Misc;Namco Bandai Games
7681;High School Musical 3: Senior Year DANCE!;X360;2008;Misc;Disney Interactive Studios
7686;Tetris Worlds (Online Edition);XB;2003;Puzzle;THQ
7687;Armored Core 4;PS3;2006;Simulation;505 Games
7688;Sleeping Dogs;XOne;2014;Action;Square Enix
7689;Forgotten Realms: Demon Stone;PS2;2004;Action;Atari
7694;Looney Tunes: Space Race;PS2;2002;Racing;Infogrames
7698;Playboy: The Mansion;PS2;2005;Simulation;Ubisoft
7704;Conan;X360;2007;Action;THQ
